idAll_in,Molecule,idMol,State,Mass,Te,omega_e,omega_ex_e,Be,alpha_e,De,Re,D0,IP,Reference_date,Reference,Contributor,Updated_date,id_user
306,NBr,111,b $^1\\Sigma^+$,11.89283845,14787.3,785.5,4.363,0.4733,0.0152,\N,1.7306,\N,\N,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
307,NCl,112,X $^3\\Sigma^-$,9.99902349,0,827,5.1,0.64685,\N,17.8,1.6144,\N,\N,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
308,NCl,112,b $^1\\Sigma^+$,9.99902349,14984.6,935.6,5.4,0.68284,\N,16.5,1.5713,\N,\N,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
309,NF,113,X $^3\\Sigma^-$,8.06133789,0,1141.37,8.99,1.20568,0.01492,53.9,1.31698,3.5,\N,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
310,NF,113,a $^1\\Delta$,8.06133789,12003.6,\N,\N,1.2225,\N,45,1.3079,\N,\N,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
311,NF,113,b $^1\\Sigma^+$,8.06133789,18877.05,1197.49,8.64,1.2377,0.01448,52.8,1.2998,\N,\N,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
312,NH,114,X $^3\\Sigma^-$,0.9416028,0,3282.27,78.35,16.6993,0.649,17097,1.03621,3.47,13.63,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
313,NH,114,a $^1\\Delta$,0.9416028,12566,3188,68,16.439,0.66,16200,1.0341,\N,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
314,NH,114,b $^1\\Sigma^+$,0.9416028,21202,3352.4,74.24,16.705,0.591,16000,1.036,\N,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
315,NH,114,A $^3\\Pi$,0.9416028,29807.4,3231.2,98.6,16.6745,0.7454,17800,1.03698,\N,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
316,ND,115,X $^3\\Sigma^-$,1.76083613,0,2398,42,8.7913,0.2531,4904,1.03612,3.54,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
317,ND,115,a $^1\\Delta$,1.76083613,12596,2356.17,36,8.9542,0.2427,7838,1.034,\N,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
318,ND,115,b $^1\\Sigma^+$,1.76083613,21198,2371.81,38.8,8.9472,0.2383,4640,1.0344,\N,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
319,ND,115,A $^3\\Pi$,1.76083613,29820,2361,53,8.7575,0.2829,5087,1.0372,\N,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
320,NO,116,X $^2\\Pi$,7.46643323,0,1904.204,14.075,1.67195,0.0171,5.4,1.15077,6.4968,9.26436,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
321,NO,116,X $^2\\Pi$,7.46643323,119.82,1904.04,14.1,1.72016,0.0182,102.3,1.15077,\N,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
322,NO,116,a $^4\\Pi$,7.46643323,38440,1017,11,\N,\N,\N,\N,\N,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
323,NO,116,A $^2\\Sigma^+$,7.46643323,43965.7,2374.31,16.106,1.9965,0.01915,54,1.0634,\N,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
324,NO,116,B $^2\\Pi$,7.46643323,45913.6,1037.2,7.7,1.092,0.012,49,1.4167,\N,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
325,NO,116,B $^2\\Pi$,7.46643323,45942.6,1039.8,8.32,1.152,0.012,49,1.4167,\N,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
326,NS,117,X $^2\\Pi$,9.73802894,0,1218.7,7.28,0.769602,0.00635,12,1.49402,4.8,8.87,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
327,NS,117,X $^2\\Pi$,9.73802894,221.5,1218.7,7.28,0.775156,0.00635,12,1.49402,\N,\N,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
328,NS,117,B $^2\\Pi$,9.73802894,30294.9,797.31,3.72,0.5962,0.0048,13,1.697,\N,\N,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
329,NS,117,B $^2\\Pi$,9.73802894,30384.1,798.78,3.59,0.6013,0.0046,13,1.697,\N,\N,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
330,NSe,118,X $^2\\Pi_{0.5}$,11.91526639,0,956.81,5.643,0.5182,0.004,6.5,1.6518,4,\N,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
331,NSe,118,X $^2\\Pi_{1.5}$,11.91526639,891.8,954.96,5.648,0.5189,0.004,6.5,1.6518,\N,\N,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
332,NSe,118,a $^4\\Pi$,11.91526639,19700,710.7,10.3,0.361,0.002,\N,1.98,\N,\N,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
333,OH,119,X $^2\\Pi$,0.9480871,0,3737.761,84.8813,18.9108,0.7242,19380,0.96966,4.392,12.9,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
334,OH,119,A $^2\\Sigma^+$,0.9480871,32684.1,3178.86,92.917,17.358,0.7868,20390,1.0121,\N,\N,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
335,OD,120,X $^2\\Pi$,1.78884797,0,2720.24,44.055,10.0209,0.2757,5374,0.96975,4.453,12.91,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
336,OD,120,A $^2\\Sigma^+$,1.78884797,32680.85,2316.17,50.433,9.1936,0.3181,5763,1.0124,\N,\N,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
337,PbF,121,X $^2\\Pi_{0.5}$,17.4081886,0,502.73,2.28,0.22875,0.001473,1.83,2.0575,3.64,7.5,JUL 1977,\N,Jesus Perez Rios,2019-09-15,2
338,PbF,121,X $^2\\Pi_{1.5}$,17.4081886,8263.5,528.73,1.5,0.23403,0.00145,1.78,2.0342,\N,\N,JUL 1977,\N,Jesus Perez Rios,2019-09-15,2
339,PbF,121,A $^2\\Sigma^+$,17.4081886,22556.5,394.73,1.77,0.20762,0.00143,2.22,2.1597,\N,\N,JUL 1977,\N,Jesus Perez Rios,2019-09-15,2
340,PbF,121,B $^2\\Sigma^+$,17.4081886,35644.4,605.75,3.42,0.2481,0.001479,1.63,1.9756,\N,\N,JUL 1977,\N,Jesus Perez Rios,2019-09-15,2
341,PbH,122,X $^2\\Pi_{0.5}$,1.002965,0,1564.1,29.75,4.971,0.144,2010,1.8388,1.59,\N,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
342,PbH,122,A,1.002965,17590,500,10,\N,0.005,\N,2.36,\N,\N,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
343,PbH,122,B,1.002965,18030,478.8,\N,2.478,\N,\N,2.604,\N,\N,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
344,PbO,123,X $^1\\Sigma^+$,14.85263923,0,721,3.54,0.3073056,0.00191,2.23,1.921813,3.83,\N,JUL 1977,\N,Jesus Perez Rios,2019-09-15,2
345,PbO,123,a $1$,14.85263923,16024.9,481.5,2.45,0.252,\N,\N,2.12,\N,\N,JUL 1977,\N,Jesus Perez Rios,2019-09-15,2
346,PbO,123,b $0^-$,14.85263923,16454,441,\N,\N,\N,\N,\N,\N,\N,JUL 1977,\N,Jesus Perez Rios,2019-09-15,2
347,PbO,123,A $0^+$,14.85263923,19862.6,444.3,0.54,0.25869,0.00138,3.3,2.0946,\N,\N,JUL 1977,\N,Jesus Perez Rios,2019-09-15,2
348,PbS,124,X $^1\\Sigma^+$,27.7119401,0,429.4,1.3,0.11631868,0.00043509,0.3415,2.286863,3.49,\N,JUL 1977,\N,Jesus Perez Rios,2019-09-15,2
349,PbS,124,a $1$,27.7119401,14892.9,285.9,0.88,0.09267,0.000374,\N,2.562,\N,\N,JUL 1977,\N,Jesus Perez Rios,2019-09-15,2
